protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_mean,flow_byts_s,flow_pkts_s,flow_iat_std,flow_iat_min,fwd_iat_tot,fwd_iat_min,bwd_iat_tot,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,bwd_pkts_s,fin_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,down_up_ratio,init_fwd_win_byts,init_bwd_win_byts,fwd_seg_size_min,active_mean,idle_mean,label
6,11956896,4,4,422,972,105.5,211,243,116.5854416,0.669069966,2970704.665,3,6953368,115,11956893,391,0,0,0.334534983,0,0,1,0,0,1,26883,219,32,394,6952635,DoS attacks-GoldenEye
17,116068,2,2,96,300,48,0,150,3411.793087,34.46255643,33649.80176,1,54916,54916,1,1,0,0,17.23127822,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,84,2,0,0,0,0,0,0,0,23809.52381,0,84,84,84,0,0,0,0,0,0,0,0,1,0,0,279,-1,20,0,0,Benign
6,90229336,10,17,948,3033,94.8,122.5550217,178.4117647,44.12090542,0.29923749,12200000,6,90200000,107,90200000,27,1,0,0.18840879,0,0,0,1,0,1,258,335,20,106729,45000000,Benign
6,86332989,2,0,0,0,0,0,0,0,0.023166116,0,86332989,86332989,86332989,0,0,0,0,0,0,0,0,1,0,0,62559,-1,20,0,86332989,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3176152,10,7,1148,1581,114.8,210.0924664,225.8571429,859.2158058,5.352388677,364873.8424,3,3176152,3,3082101,87409,0,0,2.203924749,0,1,1,0,0,0,8192,62852,20,0,0,Benign
6,5021833,4,4,352,972,88,176,243,263.6487514,1.593043815,1890326.663,6,17594,37,5021827,323,0,0,0.796521907,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,54029838,2,0,0,0,0,0,0,0,0.037016583,0,54029838,54029838,54029838,0,0,0,0,0,0,0,0,1,0,0,279,-1,20,0,0,Benign
6,29688,2,0,0,0,0,0,0,0,67.36728645,0,29688,29688,29688,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,17,1,1,0,0,0,0,0,0,117647.0588,0,17,0,0,0,0,0,0,58823.52941,0,0,0,1,0,1,252,118,20,0,0,Benign
6,92,3,1,31,0,10.33333333,17.89785834,0,336956.5217,43478.26087,9.814954576,25,92,42,0,0,0,0,10869.56522,0,0,0,1,0,0,60,0,20,0,0,Benign
6,2,3,0,31,0,10.33333333,17.89785834,0,15500000,1500000,1.414213562,0,2,0,0,0,0,0,0,0,0,0,1,0,0,64,-1,20,0,0,Benign
6,550122,5,4,286,170,57.2,52.48523602,42.5,828.9070424,16.36000742,94743.95402,35,550026,72,550087,182059,0,0,7.271114407,0,0,1,0,0,0,8192,0,20,0,0,Benign
6,25310,3,4,273,935,91,157.6166235,233.75,47728.17068,276.5705255,6426.311996,3,13079,266,25307,21,0,0,158.0403003,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,7151367,5,3,389,972,77.8,173.9660886,324,190.3132646,1.118667242,2620319.491,2,7151367,2,6962178,370,0,0,0.419500216,0,0,1,0,0,0,26883,219,32,377,6961808,DoS attacks-GoldenEye
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,6,1,1,0,0,0,0,0,0,333333.3333,0,6,0,0,0,0,0,0,166666.6667,0,0,0,1,1,1,119,253,20,0,0,Benign
17,28561,1,1,44,100,44,0,100,5041.840272,70.02555933,0,28561,0,0,0,0,0,0,35.01277966,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,56278522,153,104,54995,72483,359.4444444,271.4171844,696.9519231,2265.127005,4.566573372,412219.4594,4,56276897,312,56278518,30,0,0,1.847951871,0,1,1,0,0,0,8192,1228,20,0,0,Brute Force -Web
17,467,1,1,58,74,58,0,74,282655.2463,4282.655246,0,467,0,0,0,0,0,0,2141.327623,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,11968317,4,4,459,662,114.75,229.5,165.5,93.66396294,0.668431493,2974014.068,4,6965620,314,11968313,790,0,0,0.334215747,0,0,1,0,0,1,26883,219,32,794,6964519,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,438204,5,5,1170,338,234,339.5703167,67.6,3441.319568,22.82042154,96233.36029,1,437463,1,438102,29,0,0,11.41021077,0,0,1,0,0,1,65535,63190,20,0,0,Benign
6,27594,3,4,309,935,103,178.4012332,233.75,45082.26426,253.6783359,7016.228103,3,13176,301,27591,20,0,0,144.9590491,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,117887286,17,16,1366,3928,80.35294118,121.0892962,245.5,44.90730239,0.279928406,14400000,1,118000000,24,118000000,1,0,0,0.135722863,0,1,1,0,0,0,8192,184,20,358652,58500000,Benign
6,172,2,0,0,0,0,0,0,0,11627.90698,0,172,172,172,0,0,0,0,0,0,0,0,1,0,0,253,-1,20,0,0,Benign
17,209,1,1,51,67,51,0,67,564593.3014,9569.37799,0,209,0,0,0,0,0,0,4784.688995,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,118745884,13,13,907,4318,69.76923077,92.46003988,332.1538462,44.00152514,0.218954958,16200000,0,119000000,28,118000000,0,0,0,0.109477479,0,1,1,0,0,1,8192,127,20,508227.5,58700000,Infilteration
17,37637,1,1,32,60,32,0,60,2444.403114,53.13919813,0,37637,0,0,0,0,0,0,26.56959906,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,37379,1,1,35,116,35,0,116,4039.701437,53.50597929,0,37379,0,0,0,0,0,0,26.75298965,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,13437,3,4,268,935,89.33333333,154.7298721,233.75,89528.9127,520.9496167,4961.585341,3,12591,242,13434,54,0,0,297.6854953,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,6026073,4,4,97,231,24.25,48.5,57.75,54.43014049,1.327564402,2251663.794,42,59150,118,6025921,200,0,0,0.663782201,0,0,1,0,0,1,8192,141,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,83,2,0,0,0,0,0,0,0,24096.38554,0,83,83,83,0,0,0,0,0,0,0,0,1,0,0,278,-1,20,0,0,Benign
17,24640,1,1,40,102,40,0,102,5762.987013,81.16883117,0,24640,0,0,0,0,0,0,40.58441558,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,59254,9,8,557,3782,61.88888889,88.34371008,472.75,73227.12391,286.9004624,5647.988596,1,59254,16,47600,1,0,0,135.0119823,0,1,1,0,0,0,8192,123,20,0,0,Benign
6,497012,6,5,455,338,75.83333333,62.93621109,67.6,1595.534917,22.1322624,63814.67809,60,496947,1230,496952,123224,0,0,10.06011927,0,0,1,0,0,0,8192,0,20,0,0,Benign
6,17026,3,4,313,935,104.3333333,180.7106343,233.75,73299.65934,411.1359098,5400.614101,2,13850,281,17019,19,0,0,234.9348056,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,3867115,14,8,1459,1731,104.2142857,195.1134497,216.375,824.9043538,5.688995543,237006.5264,63,3867115,38503,3819499,107345,0,0,2.068725652,0,1,1,0,0,0,8192,62626,20,0,0,Benign
6,119287957,18,20,1266,4108,70.33333333,108.2681855,205.4,45.05065,0.318556885,13454221.48,2,119287957,34,119127094,2,0,0,0.167661518,0,0,1,0,0,1,8192,184,20,816245.5,58740791.5,Benign
6,36,1,1,0,0,0,0,0,0,55555.55556,0,36,0,0,0,0,0,0,27777.77778,0,0,0,1,1,1,508,257,20,0,0,Benign
6,7,1,1,0,0,0,0,0,0,285714.2857,0,7,0,0,0,0,0,0,142857.1429,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,19,1,1,0,0,0,0,0,0,105263.1579,0,19,0,0,0,0,0,0,52631.57895,0,0,1,0,0,1,2473,0,20,0,0,Benign
6,115493855,22,25,769,13692,34.95454545,101.0589066,547.68,125.2101248,0.406948058,4313706.692,0,115000000,31,110000000,0,0,0,0.216461733,0,1,1,0,0,1,8192,62,20,21726.08333,9602759.25,Benign
6,4,1,1,0,0,0,0,0,0,500000,0,4,0,0,0,0,0,0,250000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,11660,3,4,312,935,104,180.133284,233.75,106946.8268,600.3430532,4237.578963,5,10886,313,11655,20,0,0,343.0531732,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,65182249,14,15,681,3920,48.64285714,101.6529595,261.3333333,70.58670222,0.444906404,4180506.027,1,60276383,1000,65170788,1,0,0,0.230124002,0,0,1,0,0,1,8192,59,20,49031.33333,9997032.5,Benign
6,4,1,1,0,0,0,0,0,0,500000,0,4,0,0,0,0,0,0,250000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,25060,2,0,0,0,0,0,0,0,79.8084597,0,25060,25060,25060,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,29415,2,0,0,0,0,0,0,0,67.99252082,0,29415,29415,29415,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,11435464,4,4,301,972,75.25,150.5,243,111.3203627,0.699578085,2820018.236,7,6433740,254,11435457,749,0,0,0.349789042,0,0,1,0,0,1,26883,219,32,756,6432665,DoS attacks-GoldenEye
6,3109977,10,9,1278,1640,127.8,206.0236232,182.2222222,938.2706046,6.109369941,277497.0371,42,3109977,74,2972698,38416,0,0,2.893912077,0,1,1,0,0,0,8192,62856,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2414849,8,7,1148,1581,143.5,228.1296624,225.8571429,1130.091364,6.211568508,251245.3527,4,2414849,4,2189802,233420,0,0,2.89873197,0,1,1,0,0,0,8192,62852,20,0,0,Benign
6,399,3,0,77,0,25.66666667,23.45918441,0,192982.4561,7518.796992,248.1944802,24,399,24,0,0,1,0,0,0,0,0,1,0,0,256,-1,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,16,1,1,0,0,0,0,0,0,125000,0,16,0,0,0,0,0,0,62500,0,0,0,1,1,1,180,258,20,0,0,Benign
6,12897,3,4,313,935,104.3333333,180.7106343,233.75,96766.68993,542.7618826,4377.985324,3,1879,244,12894,22,0,0,310.1496472,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,13898,3,4,266,935,88.66666667,153.5751716,233.75,86415.31156,503.6695927,5177.763829,2,13106,237,13896,21,0,0,287.8111959,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,6666,3,4,315,935,105,181.8653348,233.75,187518.7519,1050.105011,2279.776393,3,6042,302,6661,24,0,0,600.060006,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,107358444,14,3,2530,0,180.7142857,97.93752213,0,23.56591532,0.158348048,13915076.96,2,107358442,207,107358440,30996590,0,0,0.027943773,0,0,1,0,0,0,26883,0,32,5514558,24082331.5,DoS attacks-Slowloris
6,24,1,1,0,0,0,0,0,0,83333.33333,0,24,0,0,0,0,0,0,41666.66667,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,8557,3,4,340,935,113.3333333,196.2990915,233.75,149000.818,818.0437069,2955.170345,3,7708,284,8553,25,0,0,467.4535468,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,117882822,6,4,386,0,64.33333333,31.55735519,0,3.274438069,0.084830002,15600000,11537,118000000,121075,93400000,31000000,1,0,0.033932001,0,0,0,1,0,0,123,123,20,39001.25,29400000,Benign
6,14270,3,4,300,935,100,173.2050808,233.75,86545.19972,490.5395936,5231.679144,4,13319,286,14266,24,0,0,280.3083392,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
17,792,1,1,41,113,41,0,113,194444.4444,2525.252525,0,792,0,0,0,0,0,0,1262.626263,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,707,1,1,35,63,35,0,63,138613.8614,2828.854314,0,707,0,0,0,0,0,0,1414.427157,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,63,1,1,0,0,0,0,0,0,31746.03175,0,63,0,0,0,0,0,0,15873.01587,0,0,0,1,1,1,176,258,20,0,0,Benign
6,42,2,0,0,0,0,0,0,0,47619.04762,0,42,42,42,0,0,0,0,0,0,0,0,1,0,0,260,-1,20,0,0,Benign
6,1988708,2,0,0,0,0,0,0,0,1.005678058,0,1988708,1988708,1988708,0,0,0,0,0,0,0,0,1,0,0,221,-1,32,0,0,DoS attacks-GoldenEye
6,15065,2,0,0,0,0,0,0,0,132.7580485,0,15065,15065,15065,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,506,1,1,44,108,44,0,108,300395.2569,3952.56917,0,506,0,0,0,0,0,0,1976.284585,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,310,1,1,36,52,36,0,52,283870.9677,6451.612903,0,310,0,0,0,0,0,0,3225.806452,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,15366,2,0,0,0,0,0,0,0,130.1574906,0,15366,15366,15366,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,197,2,1,38,0,19,26.87005769,0,192893.401,15228.4264,115.2584053,17,197,197,0,0,1,0,5076.142132,0,0,0,1,0,0,123,0,20,0,0,Benign
6,1892287,2,0,0,0,0,0,0,0,1.056922127,0,1892287,1892287,1892287,0,0,0,0,0,0,0,0,1,0,0,221,-1,32,0,0,DoS attacks-GoldenEye
6,18563,3,4,267,935,89,154.1525219,233.75,64752.46458,377.0942197,7070.441101,3,17772,258,18560,25,0,0,215.4824112,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,1885,3,0,77,0,25.66666667,23.45918441,0,40848.80637,1591.511936,1308.854652,17,1885,17,0,0,1,0,0,0,0,0,1,0,0,257,-1,20,0,0,Benign
17,1178,1,1,42,105,42,0,105,124787.7759,1697.792869,0,1178,0,0,0,0,0,0,848.8964346,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,5079703,10,10,592,6130,59.2,117.1587717,613,1323.305713,3.937238063,880492.5261,1,5079703,41,1190090,1,0,0,1.968619032,0,0,1,0,0,1,8192,980,20,0,0,Benign
6,1743388,10,7,676,301,67.6,67.93166501,43,560.4030772,9.751128263,169290.0017,16,1743388,79,1458717,97,0,0,4.015170461,0,1,1,0,0,0,8192,63324,20,0,0,Benign
6,250061,6,3,106,131,17.66666667,27.36908231,43.66666667,947.7687444,35.99121814,34873.67393,10,250061,357,188014,93229,0,0,11.99707271,0,1,1,0,0,0,8192,2240,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,15120,3,4,298,935,99.33333333,172.0503802,233.75,81547.61905,462.962963,5848.180674,6,14750,296,15114,33,0,0,264.5502646,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,127171,2,2,31,31,15.5,21.92031022,15.5,487.5325349,31.45371193,73378.91374,1,127171,127171,1,1,1,0,15.72685597,0,0,0,1,1,1,254,1018,20,0,0,Benign
6,3959503,11,7,1148,1581,104.3636364,202.2944748,225.8571429,689.2279157,4.546025095,453772.4662,3,3959503,3,3813763,147555,0,0,1.767898648,0,1,1,0,0,0,8192,62852,20,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,294,1,1,40,56,40,0,56,326530.6122,6802.721088,0,294,0,0,0,0,0,0,3401.360544,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,5007874,4,4,538,662,134.5,269,165.5,239.6226423,1.597484282,1891481.004,9,2988,278,5007865,342,0,0,0.798742141,0,0,1,0,0,1,26883,219,32,0,0,DoS attacks-GoldenEye
6,81,2,0,0,0,0,0,0,0,24691.35802,0,81,81,81,0,0,0,0,0,0,0,0,1,0,0,278,-1,20,0,0,Benign
17,169668,2,2,86,240,43,0,120,1921.399439,23.57545324,80640.92154,387,169281,169281,149345,149345,0,0,11.78772662,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,6349407,4,4,97,232,24.25,48.5,58,51.81586249,1.259960182,2364509.995,38,80569,120,6349283,159,0,0,0.629980091,0,0,1,0,0,1,8192,141,20,0,0,Benign
6,9939,2,0,0,0,0,0,0,0,201.2274877,0,9939,9939,9939,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,30001,2,0,0,0,0,0,0,0,66.66444452,0,30001,30001,30001,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,90054,2,2,72,104,36,0,52,1954.382926,44.41779377,51357.98782,274,89595,89595,89780,89780,0,0,22.20889688,0,0,0,0,0,1,-1,-1,8,0,0,Benign
0,112641012,3,0,0,0,0,0,0,0,0.026633283,70.71067812,56300000,113000000,56300000,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,56300000,Benign
6,1398032,8,7,1132,1581,141.5,222.7920235,225.8571429,1940.585051,10.72936814,251970.4487,2,1398032,2,1335084,64524,0,0,5.007038466,0,0,1,0,0,0,8192,62868,20,0,0,Benign
6,253306,3,1,0,0,0,0,0,0,15.79117747,146202.1222,0,253306,0,0,0,0,0,3.947794367,0,0,1,0,0,0,8192,8192,20,0,0,Benign
17,259,1,1,44,60,44,0,60,401544.4015,7722.007722,0,259,0,0,0,0,0,0,3861.003861,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,0,2,0,0,0,0,0,0,,inf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,180,-1,20,0,0,Benign
6,89427185,2,1,296,0,148,209.3036072,0,3.309955468,0.033546846,63234566.11,2,89427183,89427183,0,0,0,0,0.011182282,0,0,0,1,0,0,226,0,32,0,89427183,DoS attacks-GoldenEye
17,763,1,1,51,79,51,0,79,170380.0786,2621.231979,0,763,0,0,0,0,0,0,1310.61599,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,19,1,1,0,0,0,0,0,0,105263.1579,0,19,0,0,0,0,0,0,52631.57895,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
17,1264,1,1,39,67,39,0,67,83860.75949,1582.278481,0,1264,0,0,0,0,0,0,791.1392405,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,521,3,4,161,488,53.66666667,92.95339334,122,1245681.382,13435.70058,57.42966713,0,261,99,390,0,0,0,7677.543186,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,41628,3,1,0,0,0,0,0,0,96.08917075,23979.3981,0,41628,0,0,0,0,0,24.02229269,0,0,1,0,0,0,8192,8192,20,0,0,Benign
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,15109,2,0,0,0,0,0,0,0,132.3714342,0,15109,15109,15109,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,1082,2,0,0,0,0,0,0,0,1848.428835,0,1082,1082,1082,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
6,71552,9,7,510,3786,56.66666667,83.0737624,540.8571429,60040.25045,223.6135957,7577.216223,0,71552,23,52773,0,0,0,97.83094812,0,0,1,0,0,0,8192,30,20,0,0,Benign
17,79599,1,1,48,48,48,0,48,1206.045302,25.12594379,0,79599,0,0,0,0,0,0,12.5629719,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,117247323,2,2,16,0,8,0,0,0.13646367,0.034115918,67692768.3,2,117247321,117247321,117247319,117247319,1,0,0.017057959,0,0,0,1,0,1,211,219,32,4,117247317,DoS attacks-Slowloris
17,37305,2,2,76,332,38,0,166,10936.87173,107.2242327,20970.83868,290,36940,36940,37015,37015,0,0,53.61211634,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,958,3,4,161,488,53.66666667,92.95339334,122,677453.0271,7306.889353,134.1769975,0,411,128,725,0,0,0,4175.365344,0,0,1,0,0,1,8192,149,20,0,0,Benign
6,299656,3,1,0,0,0,0,0,0,13.34863977,172924.2001,38,299656,38,0,0,0,0,3.337159943,0,0,1,0,0,0,8192,8192,20,0,0,Benign
6,86155612,2,0,0,0,0,0,0,0,0.02321381,0,86155612,86155612,86155612,0,0,0,0,0,0,0,0,1,0,0,62564,-1,20,0,86155612,Benign
6,18,1,1,0,0,0,0,0,0,111111.1111,0,18,0,0,0,0,0,0,55555.55556,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,28186,2,0,0,0,0,0,0,0,70.9572128,0,28186,28186,28186,0,0,0,0,0,0,0,0,1,0,0,32738,-1,20,0,0,DDOS attack-HOIC
17,1407,1,1,34,79,34,0,79,80312.7221,1421.464108,0,1407,0,0,0,0,0,0,710.732054,0,0,0,0,0,1,-1,-1,8,0,0,Benign
6,10,1,1,0,0,0,0,0,0,200000,0,10,0,0,0,0,0,0,100000,0,0,0,1,1,1,125,256,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,161697,3,2,31,0,10.33333333,17.89785834,0,191.7166058,30.92203319,78919.17928,46,158950,116,161651,161651,0,0,12.36881327,0,0,1,0,0,0,64240,0,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,3,1,1,0,0,0,0,0,0,666666.6667,0,3,0,0,0,0,0,0,333333.3333,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
6,5969467,4,4,97,231,24.25,48.5,57.75,54.94627912,1.340153149,2228965.263,38,62134,121,5969318,182,0,0,0.670076575,0,0,1,0,0,1,8192,141,20,0,0,Benign
6,1,1,1,0,0,0,0,0,0,2000000,0,1,0,0,0,0,0,0,1000000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,1889,3,4,308,935,102.6666667,177.8238829,233.75,658020.1165,3705.664373,472.4880598,3,1561,328,1886,29,0,0,2117.522499,0,1,1,0,0,1,65535,219,20,0,0,DDOS attack-HOIC
6,48,1,1,0,0,0,0,0,0,41666.66667,0,48,0,0,0,0,0,0,20833.33333,0,0,0,1,1,1,30,255,20,0,0,Benign
6,61523121,17,17,1077,7633,63.35294118,129.4323864,449,141.5727918,0.552637764,3890736.23,9,61523121,1299,61511257,12,0,0,0.276318882,0,0,1,0,0,1,8192,32160,20,133375.6667,9985881.167,Benign
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,FTP-BruteForce
6,11767240,4,4,436,972,109,218,243,119.6542265,0.67985356,2915226.546,4,6763332,22,11767236,328,0,0,0.33992678,0,0,1,0,0,1,26883,219,32,332,6762641,DoS attacks-GoldenEye
6,2,1,1,0,0,0,0,0,0,1000000,0,2,0,0,0,0,0,0,500000,0,0,1,0,0,1,26883,0,40,0,0,DoS attacks-SlowHTTPTest
17,18305,1,1,42,122,42,0,122,8959.300738,109.2597651,0,18305,0,0,0,0,0,0,54.62988255,0,0,0,0,0,1,-1,-1,8,0,0,Benign
17,491,1,1,36,52,36,0,52,179226.0692,4073.319756,0,491,0,0,0,0,0,0,2036.659878,0,0,0,0,0,1,-1,-1,8,0,0,Benign
